bodyId_pre,instance_pre,type_pre,bodyId_post,instance_post,type_post,roi,weight
910442752,Delta7(PB15)_L8R1R9_L,Delta7,910442723,Delta7(PB15)_L4R5_R,Delta7,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,5813061383,Delta7(PB15)_L1L9R8_R,Delta7,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1250113288,PFNp_e(PB01a)_R9_C2,PFNp_e,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1250113157,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,941469087,Delta7(PB15)_L3R6_R,Delta7,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,911578496,Delta7(PB15)_L2R7_R,Delta7,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,911578595,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1219756158,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,911919917,Delta7(PB15)_L1L9R8_R,Delta7,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1219410844,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,941469110,SpsP(PB16)_R,SpsP,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,911901802,Delta7(PB15)_L4R6_R,Delta7,PB(R9),2
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1095279301,IbSpsP(PB17)_R7/9,IbSpsP,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,5812988707,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1217394039,PFNm_b(PB02b)_R9_C1,PFNm_b,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,911138168,Delta7(PB15)_L4R5_R,Delta7,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,910442782,Delta7(PB15)_L4R6_R,Delta7,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,910796989,Delta7(PB15)_L5R4_L,Delta7,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,911574041,Delta7(PB15)_L2R7_R,Delta7,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1218733141,PFNp_b(PB01b)_R9_C2,PFNp_b,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,1249763369,PFNp_d(PB01a)_R9_C2,PFNp_d,PB(R9),1
910442752,Delta7(PB15)_L8R1R9_L,Delta7,880880259,Delta7(PB15)_L4R5_R,Delta7,PB(R9),1
