bodyId_pre,instance_pre,type_pre,bodyId_post,instance_post,type_post,roi,weight
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1062526223,PEN_b(PB06b)_R8,PEN_b(PEN2),PB(R9),8
910783731,Delta7(PB15)_L8R1R9_L,Delta7,972513129,P6-8P9(PB14)_R,P6-8P9,PB(R9),8
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911911193,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),7
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218728463,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),7
910783731,Delta7(PB15)_L8R1R9_L,Delta7,910783883,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),7
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1250113288,PFNp_e(PB01a)_R9_C2,PFNp_e,PB(R9),6
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1126306451,PFNd(PB04)_R8_C2,PFNd,PB(R9),6
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1219756158,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),5
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1136204852,PFGs(PB10)_R9_C1,PFGs,PB(R9),5
910783731,Delta7(PB15)_L8R1R9_L,Delta7,5812988707,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),5
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1219410844,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),5
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1217372569,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),4
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1126301255,PFNa(PB03)_R8_C3,PFNa,PB(R9),4
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1155302782,PFNm_a(PB02a)_R8_C3,PFNm_a,PB(R9),4
910783731,Delta7(PB15)_L8R1R9_L,Delta7,942522378,Delta7(PB15)_L2R7_R,Delta7,PB(R9),4
910783731,Delta7(PB15)_L8R1R9_L,Delta7,880880259,Delta7(PB15)_L4R5_R,Delta7,PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911911699,Delta7(PB15)_L2R7_R,Delta7,PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,910783961,Delta7(PB15)_L3R6_R,Delta7,PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911578496,Delta7(PB15)_L2R7_R,Delta7,PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1125964630,PEN_a(PB06a)_R8,PEN_a(PEN1),PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218733141,PFNp_b(PB01b)_R9_C2,PFNp_b,PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1248770299,PFNp_c(PB01c)_R9_C1,PFNp_c,PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1248424794,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),3
910783731,Delta7(PB15)_L8R1R9_L,Delta7,5813061251,EPG(PB08)_R8,EPG,PB(R9),2
910783731,Delta7(PB15)_L8R1R9_L,Delta7,881221166,Delta7(PB15)_L1L9R8_R,Delta7,PB(R9),2
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911578595,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),2
910783731,Delta7(PB15)_L8R1R9_L,Delta7,941469087,Delta7(PB15)_L3R6_R,Delta7,PB(R9),2
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1125969140,IbSpsP(PB17)_R8,IbSpsP,PB(R9),2
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911901802,Delta7(PB15)_L4R6_R,Delta7,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1126310969,PFNa(PB03)_R8_C3,PFNa,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,5813059834,PEG(PB07)_R8,PEG,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218728544,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,910442723,Delta7(PB15)_L4R5_R,Delta7,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,910442752,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,5812987334,PFNp_b(PB01b)_R8_C3,PFNp_b,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,910796989,Delta7(PB15)_L5R4_L,Delta7,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911241750,Delta7(PB15)_L6R4_L,Delta7,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1311837531,,,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1310499077,PFNm_a(PB02a)_R9_C1,PFNm_a,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1280798283,,,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1250790481,,,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911574261,Delta7(PB15)_L1L9R8_R,Delta7,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218728588,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1125964651,PFNv(PB05)_R8_C3,PFNv,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,941814787,Delta7(PB15)_L6R3_L,Delta7,PB(R9),1
910783731,Delta7(PB15)_L8R1R9_L,Delta7,880875736,Delta7(PB15)_L5R4_L,Delta7,PB(R9),1
